Channel,Video Title,Video Description,Video ID,Comment,Comment iD,Replies,Likes
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,Hell Nooo,Ugwm_r9WYDAzP88OYPt4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,We Love Pakistan from (🇧🇩),UgyR7F3UtOeL54coY0F4AaABAg,3,90
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,I love Pakistan from Bangladesh,UgwMZFHVZNRp_bGsmph4AaABAg,0,1
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,"I am your new fan, do you want to travel to the real places of Bangladesh.  I was invited to travel to Bangladesh",UgzGIlrVA0rMiYMUy8B4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,Government can appoint some consultants and see which places have the most potential and then...,UgyfOAkL_9SLG-QnYTh4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,❤ This is My Pakistan .🇵🇰,UgyG2CR73F5YNokymF54AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,"""This is my Pakistan"" and InShaAllah Pakistan will become no.1 tourist place in the world.
Pakistan Zindabad, Lots of Love for Eva Zu !!  ❤️",UgxxkO3QJeWtfCBleRp4AaABAg,3,69
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,"Thank you very much for coming to Pakistan and sharing your experience with us

We hope you will come to Pakistan again soon
Once again you will come and share your experience

If anyone in Pakistan has offended you, I apologize to you",UgzrY1_2AA4X-rac6M54AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,Love Pakistan From Nepal. I wish to travel Pakistan.,UgynynEf2NGIS9k7dtV4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,"Maam, your narration is awsome. Stay blessed, happy and healthy. When you said I love Pakistan; I fell in love with you. Dont break your bond with Pakistan, ever, please.",Ugzp-gXLKAXbZoHwufV4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,"Would love to travel here but I still remember the 10 hikers that got murdered in the Himalayas of Pakistan that was 7 years ago, sounds like a lot has changed.",Ugwob5IVNbR0uW7RCcJ4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,I am in tear 😢😭 yeah my country is so beautiful but underrated,UgygzcMO0mj7FSMGg9B4AaABAg,0,49
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,MashaAllah you are lucky,Ugzj51uaY9Kq_VFYRt54AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,"I am a pakistani...and i can not even enjoy and visit so much places usually as you travellers do😍😅 
Love you😍😍😍",Ugx7mXA-bmfwN5pIezp4AaABAg,0,1
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,So true.moon,UgyPdk--V_P0jwWWulN4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,"Good Morning  Dear  From Pakistan  We Support  You,,,, Salamat po But tell me Where you are from God Blessed You,,,,",UgxbpWfYVAmSV80tMft4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,"""This is my Pakistan"".. lines touhes core of my heart ♥...
Mark my word.. one day your vision is going to be true...",UgxZwN2yhc1NW9UyT5d4AaABAg,0,41
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,My Beautiful Country PAKISTAN 🇵🇰 ❤️,Ugxe7OVqlgupn03TVxx4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,Big hug from India !!!,Ugx7hCoSuBmaSwBLB494AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,Happy that I am living in Pakistan,UgyUT8ScpVwjUMT_tnt4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,"Nature is always beautiful, but it depends upon the human how they treat them, in the case of pakistan they don't want this Beauty, they want terrorism and jihad...",UgwK3jTmVsxOs0gM0ZZ4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,This.. is my Pakistan. Every Pakistani and whoever visited Pakistan would share your vision.. Eva..,UgxtD3IqwnRJRLhPN-R4AaABAg,0,51
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,thanks you to making this kind of video,UgwUi2T3P2glFrPO9lp4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,love u from pakistan,Ugz4t9F2YS3xi9KI-g54AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,So beautifull video about Pakistan. We are very thank full to you. We love  Pakistan. We are salute to  you. Pakistan long live forever. INSHALLAH.,UgxKeNLVyVVOah_7pmR4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,Hi,UgwNte830bCU7l-49yB4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,Big Love from Italy 🇮🇹❤️👌 Pakistan 🇵🇰 amazing place wow ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️👈,UgzpQKq7XH0E6S2BLOZ4AaABAg,6,101
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,Great speech about Pakistan thx,UgyIRgFY5LLTuV-rZKR4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,"Love for all my brothers and sisters from all over the world 
From Pakistan🇵🇰",UgxafWytzMO5WDqyHV14AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,"What a refreshing video, well shot it’s stunning the natural beauty and also the historical heritage, I hope Pakistan can develop a sustainable tourism industry and I would love to visit someday. ~ from India",Ugwk0Da4xwkrSma3vUZ4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,I want to go travel and live there 🇵🇰 I'm planning to visit next year but I don't have any acquaintance from Philippines 🇵🇭,UgyF_T7uMq23O0E4K1d4AaABAg,1,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,Pakistan's govt should give citizenship to this girl,UgxqgA1zDnDDPn3R7rp4AaABAg,7,116
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,"Fantastic Eva. You expose to the World a   promising no doubt, to be World  number one touristic destination - Pakistan",UgzGh-hfUibDDgTDtBB4AaABAg,0,1
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,arabian sea or persian golf?,UgwGcs0Eh_kqRwhHxU54AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,inshaAllah one day Pakistan become the world top tourism destination.😍,UgwQPHvoyrYAXp5fKBB4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,MY PAKISTAN❣️,Ugx_aH9e8Vk3jjeyF9t4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,From a Pakistani: Thank you 😐,Ugz-eEXolFm2t2xTZTh4AaABAg,0,161
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,Visit #bzadventure,UgwPvFuG_MsoW7HaL4p4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,"THANKS ALOT FROM THE BOTTEM OF MY HEART 
THANKS ALOT 
FROM A PAKISTANI BROTHER",UgzNTwis9eLLKrb40sR4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,Didn't visit abotabad osama bungalow ?,UgxQEBpNMYCT7gZlQVt4AaABAg,0,1
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,"Is it easy to get a Visa for Tourism?
How can I get it?",UgwbYmSzuqkU_iLEqEN4AaABAg,1,1
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,I'm Pakistani but now living in GerMANy. We love Pakistan Pakistan .long live Pakistan. 💗💗💓💓💓💓💓💓💓🙋‍♂️🇵🇰🇵🇰🇩🇪🇵🇰🇵🇰,UgwSnZWVoO1Uc2v_gf54AaABAg,4,72
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,InshAllah it will become number 1 tourist destination,UgxSKHTsHdta-Enz5Qd4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,its because nato don't want?,UgwNA-tH1_8ovpbZY5R4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,Pakistan here I come ❤️,UgwolrJjk7jvZwrrNZh4AaABAg,1,3
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,I love Pakistan 🇵🇰 ♥,UgwYf6ViGLyxkizD9aZ4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,"This is MY PAkistan💚,my beloved motherland.tears..",UgyF2_XKZR9nHHoJAGB4AaABAg,2,64
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,You are also beautiful 😍 as like Pakistan.,Ugx85ARx8VLMAKdmx8d4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,love to eva & pakistan from bangladesh & canada,Ugw6Ev0c4QmlwEk7-l94AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,Plz come Bangladesh,UgwcYOssnCQCLNO2uIp4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,"I'm in tears.... Bcz of ur senceirity And love for pakistan nd u show the real image of pakistan .
Stay blessed b happy♥",Ugy8CoIjc6ug3jnkAxp4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,Love from pakistan🇵🇰 hyderabad sindh,Ugyc_7U1l6ZAQHsf6Qt4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,And way shud we destroy a noder place of nature with all the trash woh will com to the country with all the turism,UgzQ8WDLPXtfWyOPF7h4AaABAg,0,1
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,A lots of love from pakistan,UgxvoQTmp7P-Rm1uupF4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,You should have traveled peshawar and kpk for its hospitality,UgwNJFvXlOtoF64OARx4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,I'm an American who's lived here for 4 years and I love how positively youve portrayed this country! It's extremely refreshing compared to the negativity that is seen in the west. Thanks a lot! <3,UgzLR8VZCdcj4pLvm4N4AaABAg,0,147
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,"VERY GOOD NICE,,",UgzjE-v5S67_M9WCxfl4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,"But out of 10 highest mountains of world 8 lies on Nepal 😍 
But im sure pakistan is a package country",Ugzr3g5TzbDMt6LvN7p4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,i can only say...superb....amazing....Lovely.....Pakistan Zindabad,UgwE9Yd1URuFji4Ptkd4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,From Egypt and with love to our brothers and sisters in Pakistan.,Ugzl7_whQhzpTO26j8x4AaABAg,3,249
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,Eva thanks for showing Pakistan positive site,UgzdpmQQC1h7e1EVrHt4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,love from indian occupied kashmir,Ugyh7jrfBmN6bupVjTB4AaABAg,0,2
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,Execelnt Video. Pakistan Is a very Most Beautiful Country in The World. Love From Spain To Pakistan.🇵🇰❤🇪🇦👌👌👌👌,Ugzywq_kaBRySOqzVdt4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,Allah mery mulaq ko nazr e bad sy bachy Ameen alhmdulilah,Ugxmnwo5TCqF4gCntoV4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,I request all followers of Eva Zu Beck to share her vedios on every place possible. Specially social media 🎉🎉🙏🏻🙏🏻,Ugz9Z0pUY5-O159MQnV4AaABAg,0,45
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,So nice.moon,Ugyqazo0q2Xv2FY68R54AaABAg,0,1
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,love Pakistan from Bangladesh,Ugwzp2VXc44gWMwvp6F4AaABAg,0,1
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,خوبصورت,Ugy76soEB_Ct9k5Gw954AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,The 2.5k dislikes are the people who are straight up jealous of my country,UgwyhwKmTqVW4Ti3ulJ4AaABAg,0,1
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,Im waiting for that day when i can see the natural wonders in my own eyes...Love from 🇧🇩🇧🇩🇧🇩 Bangladesh,UgxK0Df8_47MFjT9Yd54AaABAg,9,261
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,you are great,Ugx5n7Rybdql8DRwd0J4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,You are such a great person we love you from Pakistan 🇵🇰🇵🇰🇵🇰😍😍😍god bless you and your,Ugw5DYr3UOiuTRXBI0t4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,I feel proud I'm from Pakistan I love my country 🇵🇰🇵🇰🇵🇰 and I love Pak Army too,Ugy7mCJl90iGaNRvb9V4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,Very well done.,Ugy_hDDAm3Pn6BylXst4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,Pakistani really loves you and no doubt Pakistan will become the no 1 tourist country of the world very soon 😎😘🎉,UgxdDjg1KUh7jrh5AXh4AaABAg,1,68
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,Beautiful country indeed! Are there any wildlife / safari opportunities? I am an animal lover.....,UgzWVMu0wTho4hsfWfp4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,"Oh really!
You can also visit to  abottabad to see the  house of  Osama bin Laden. 😀😀",Ugz_nToiJkk67VCdaul4AaABAg,0,1
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,Balochistan is an another country ✌️✌️,UgzVtQ9Yr1piKrHVoUh4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,"Love and respect to nature and nature's beauty, im an indian but I badly want to visit Pakistan and see the amazing landscapes and the cultural heritage it has to offer. Hope that can happen in this lifetime",Ugz8RzL6X-CqrznnmUt4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,Really. Made me proud of my country,UgxTqbS-9-COArzQcsd4AaABAg,0,36
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,(This is my pakistan) this line made me my entire life,Ugxb62Gi6WwiPl6_NhB4AaABAg,1,1
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,"I like.. no Love all your vlogs about Pakistan. I don't know if i have missed it, but I would love to see your in Baluchistan. Also I will request you to do a vlog of the Pakistani music. Because that gives a true perspective of culture of the people. Keep up the good work",UgyPg1I7NdgAhB8oRit4AaABAg,0,0
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,This Is my Pakistan love u Pakistan 🥰 and I will sacrifice my life for the savior of my Pakistan 🇵🇰 Pakistan zindabad,UgxdXyLTjHvKafmEYyB4AaABAg,0,1
Eva zu Beck,Why Pakistan Can Become the #1 Travel Destination in the World,"This isn't my typical video. Yesterday, I had a chance to speak in front of the Prime Minister of Pakistan, Imran Khan, and share with him my experience of ...",AeSadjRblyM,Nice pakstan,Ugzioxklmtu3WsIkM1d4AaABAg,0,0
